製程代碼,製程名稱,機台群組代碼,機台群組名稱,機台代碼,機台名稱
R240-02,RTR 線檢VRS,M-L24F,SBS VRS 線路複檢機,L24F10,SBS VRS 線路複檢機-10
R240-02,RTR 線檢VRS,M-L24F,SBS VRS 線路複檢機,L24F11,SBS VRS 線路複檢機-11
R240-02,RTR 線檢VRS,M-L24F,SBS VRS 線路複檢機,L24F12,SBS VRS 線路複檢機-12
R240-02,RTR 線檢VRS,M-L24F,SBS VRS 線路複檢機,L24F13,SBS VRS 線路複檢機-13
R240-02,RTR 線檢VRS,M-L24F,SBS VRS 線路複檢機,L24F14,SBS VRS 線路複檢機-14
R240-02,RTR 線檢VRS,M-R24F,RTR 線檢AOI+VRS,R24F01,RTR 線檢AOI+VRS-01
R240-02,RTR 線檢VRS,M-R24F,RTR 線檢AOI+VRS,R24F02,RTR 線檢AOI+VRS-02
R240-02,RTR 線檢VRS,M-R24F,RTR 線檢AOI+VRS,R24F03,RTR 線檢AOI+VRS-03
R240-02,RTR 線檢VRS,M-R24F,RTR 線檢AOI+VRS,R24F04,RTR 線檢AOI+VRS-04
R240-04,RTR 線檢 AOI+VRS,M-R24F,RTR 線檢AOI+VRS,R24F02,RTR 線檢AOI+VRS-02
R240-04,RTR 線檢 AOI+VRS,M-R24F,RTR 線檢AOI+VRS,R24F03,RTR 線檢AOI+VRS-03
R240-04,RTR 線檢 AOI+VRS,M-R24F,RTR 線檢AOI+VRS,R24F04,RTR 線檢AOI+VRS-04
L210-17,全距量測(銅電),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L211-09,RTS自動裁斷,M-L41P,RTS 自動裁切機(F),L41P01,RTS 自動裁切機-01
L230-07,全距量測(蝕刻工程),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L251-03,全距量測(連續CCD),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L252-01,單張CCD打拔,M-L25C,SBS CCD 沖孔機,L25C01,SBS CCD 沖孔機-01
L252-01,單張CCD打拔,M-L25C,SBS CCD 沖孔機,L25C02,SBS CCD 沖孔機-02
L252-01,單張CCD打拔,M-L25C,SBS CCD 沖孔機,L25C03,SBS CCD 沖孔機-03
L252-01,單張CCD打拔,M-L25C,SBS CCD 沖孔機,L25C04,SBS CCD 沖孔機-04
L252-01,單張CCD打拔,M-L25C,SBS CCD 沖孔機,L25C05,SBS CCD 沖孔機-05
L260-17,全距量測(LPSM),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L262-06,全距量測(TCSM),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L311-20,全距量測(RTR壓著),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L312-01,保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-01,保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-01,保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-01,保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-02,保膠本接-單張,M-L31N,SBS 真空快壓線,L31N01,SBS 真空快壓線-01
L312-02,保膠本接-單張,M-L31N,SBS 真空快壓線,L31N02,SBS 真空快壓線-02
L312-03,補強假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-03,補強假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-03,補強假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-03,補強假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-04,補強本接-單張,M-L31N,SBS 真空快壓線,L31N01,SBS 真空快壓線-01
L312-04,補強本接-單張,M-L31N,SBS 真空快壓線,L31N02,SBS 真空快壓線-02
L312-05,保補假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-05,保補假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-05,保補假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-05,保補假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-06,保補本接-單張,M-L31N,SBS 真空快壓線,L31N01,SBS 真空快壓線-01
L312-06,保補本接-單張,M-L31N,SBS 真空快壓線,L31N02,SBS 真空快壓線-02
L312-07,接著劑假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-07,接著劑假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-07,接著劑假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-07,接著劑假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-08,預壓SOFT-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-08,預壓SOFT-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-08,預壓SOFT-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-08,預壓SOFT-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-09,銅材組合假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-09,銅材組合假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-09,銅材組合假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-09,銅材組合假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-10,銅材組合本接-單張,M-L31N,SBS 真空快壓線,L31N01,SBS 真空快壓線-01
L312-10,銅材組合本接-單張,M-L31N,SBS 真空快壓線,L31N02,SBS 真空快壓線-02
L312-11,導電銀箔假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-11,導電銀箔假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-11,導電銀箔假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-11,導電銀箔假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-12,導電銀箔本接-單張,M-L31N,SBS 真空快壓線,L31N01,SBS 真空快壓線-01
L312-12,導電銀箔本接-單張,M-L31N,SBS 真空快壓線,L31N02,SBS 真空快壓線-02
L312-19,保膠熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L312-19,保膠熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L312-19,保膠熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L312-19,保膠熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L312-19,保膠熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L312-19,保膠熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L312-19,保膠熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L312-19,保膠熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L312-20,補強熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L312-20,補強熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L312-20,補強熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L312-20,補強熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L312-20,補強熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L312-20,補強熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L312-20,補強熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L312-20,補強熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L312-21,保補熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L312-21,保補熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L312-21,保補熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L312-21,保補熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L312-21,保補熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L312-21,保補熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L312-21,保補熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L312-21,保補熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L312-22,導電銀箔熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L312-22,導電銀箔熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L312-22,導電銀箔熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L312-22,導電銀箔熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L312-22,導電銀箔熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L312-22,導電銀箔熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L312-22,導電銀箔熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L312-22,導電銀箔熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L312-37,銅材熟化-單張,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L312-37,銅材熟化-單張,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L312-37,銅材熟化-單張,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L312-37,銅材熟化-單張,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L312-37,銅材熟化-單張,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L312-37,銅材熟化-單張,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L312-37,銅材熟化-單張,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L312-37,銅材熟化-單張,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L312-39,全距量測(單張壓著),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L312-45,銅材組合熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L312-45,銅材組合熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L312-45,銅材組合熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L312-45,銅材組合熟化(氮氣)-單張,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L312-45,銅材組合熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L312-45,銅材組合熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L312-45,銅材組合熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L312-45,銅材組合熟化(氮氣)-單張,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L312-47,自動保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L312-47,自動保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L312-47,自動保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L312-47,自動保膠假接-單張,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L312-47,自動保膠假接-單張,M-L31Q,SBS 組合貼合機,L31Q01,SBS 組合貼合機-01
L312-47,自動保膠假接-單張,M-L31Q,SBS 組合貼合機,L31Q02,SBS 組合貼合機-02
L312-47,自動保膠假接-單張,M-L31Q,SBS 組合貼合機,L31Q03,SBS 組合貼合機-03
L312-47,自動保膠假接-單張,M-L31Q,SBS 組合貼合機,L31Q04,SBS 組合貼合機-04
L312-47,自動保膠假接-單張,M-L31Q,SBS 組合貼合機,L31Q05,SBS 組合貼合機-05
L312-51,防鍍膜壓合-單張,M-L31N,SBS 真空快壓線,L31N01,SBS 真空快壓線-01
L312-51,防鍍膜壓合-單張,M-L31N,SBS 真空快壓線,L31N02,SBS 真空快壓線-02
L314-02,接著劑假接-單張(傳壓),M-L30B,單張假接著(傳壓區),L30B01,SBS 組合貼合機-07
L314-02,接著劑假接-單張(傳壓),M-L30B,單張假接著(傳壓區),L30B02,SBS 組合貼合機-08
L314-02,接著劑假接-單張(傳壓),M-L30B,單張假接著(傳壓區),L30B05,SBS 組合貼合機-05
L314-02,接著劑假接-單張(傳壓),M-L30B,單張假接著(傳壓區),L30B06,SBS 組合貼合機-06
L314-02,接著劑假接-單張(傳壓),M-L30Q,SBS 組合機,L30Q01,SBS 組合機-01
L314-07,銅材組合假接,M-L30B,單張假接著(傳壓區),L30B01,SBS 組合貼合機-07
L314-07,銅材組合假接,M-L30B,單張假接著(傳壓區),L30B02,SBS 組合貼合機-08
L314-07,銅材組合假接,M-L30B,單張假接著(傳壓區),L30B05,SBS 組合貼合機-05
L314-07,銅材組合假接,M-L30B,單張假接著(傳壓區),L30B06,SBS 組合貼合機-06
L314-07,銅材組合假接,M-L30Q,SBS 組合機,L30Q01,SBS 組合機-01
L314-07,銅材組合假接,M-L31P,SBS 保膠貼合機,L31P01,SBS 保膠貼合機-01
L314-07,銅材組合假接,M-L31P,SBS 保膠貼合機,L31P02,SBS 保膠貼合機-02
L314-07,銅材組合假接,M-L31P,SBS 保膠貼合機,L31P03,SBS 保膠貼合機-03
L314-07,銅材組合假接,M-L31P,SBS 保膠貼合機,L31P04,SBS 保膠貼合機-04
L314-07,銅材組合假接,M-L31Q,SBS 組合貼合機,L31Q01,SBS 組合貼合機-01
L314-07,銅材組合假接,M-L31Q,SBS 組合貼合機,L31Q02,SBS 組合貼合機-02
L314-07,銅材組合假接,M-L31Q,SBS 組合貼合機,L31Q03,SBS 組合貼合機-03
L314-07,銅材組合假接,M-L31Q,SBS 組合貼合機,L31Q04,SBS 組合貼合機-04
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D01,SBS 傳壓機-01
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D02,SBS 傳壓機-02
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D03,SBS 傳壓機-03
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D04,SBS 傳壓機-04
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D05,SBS 傳壓機-05
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D06,SBS 傳壓機-06
L314-08,銅材組合本接(傳壓),M-L30D,傳壓,L30D07,SBS 傳壓機-07
L314-09,裁斷拔(傳壓),M-L30G,SBS 打拔機(傳壓區),L30G05,SBS 35噸打拔機-03
L314-10,全距量測(傳壓),M-L30E,分板機(傳壓區),L30E01,SBS 分板機-01
L314-10,全距量測(傳壓),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L314-12,RTR 壓合,M-L30A,RTR CF 壓膜機  (傳壓區),L30A01,RTR CF 壓膜機-01
L314-12,RTR 壓合,M-L30A,RTR CF 壓膜機  (傳壓區),L30A02,RTR CF 壓膜機-02
L314-12,RTR 壓合,M-L30A,RTR CF 壓膜機  (傳壓區),L30A03,RTR CF 壓膜機-03
L314-12,RTR 壓合,M-L30A,RTR CF 壓膜機  (傳壓區),L30A04,RTR CF 壓膜機-04
L314-13,BH打拔,M-L30F,單銅模切機(傳壓區),L30F01,RTR BH 打拔機-01
L314-13,BH打拔,M-L30K,RTR BH 打拔機(450模切機),L30K01,RTR BH 打拔機-01(450模切機)
L314-13,BH打拔,M-L30K,RTR BH 打拔機(450模切機),L30K02,RTR BH 打拔機-02(450模切機)
L314-13,BH打拔,M-L41A,材料膜切機 (傳壓區),L41A01,RTR BC 打拔機-01
L314-13,BH打拔,M-L41G,RTR BC 打拔機(450模切機),L41G01,RTR BC 打拔機-01(450模切機)
L314-13,BH打拔,M-L41G,RTR BC 打拔機(450模切機),L41G02,RTR BC 打拔機-02(450模切機)
L314-14,外型拔(揭蓋),M-L30G,SBS 打拔機(傳壓區),L30G05,SBS 35噸打拔機-03
L314-14,外型拔(揭蓋),M-L30G,SBS 打拔機(傳壓區),L30G09,SBS 17噸打拔機-07
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O01,SBS 揭蓋打拔機-01
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O02,SBS 揭蓋打拔機-02
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O03,SBS 揭蓋打拔機-03
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O04,SBS 揭蓋打拔機-04
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O05,SBS 揭蓋打拔機-05
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O06,SBS 揭蓋打拔機-06
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O07,SBS 揭蓋打拔機-07
L314-14,外型拔(揭蓋),M-L30O,SBS 揭蓋打拔機,L30O08,SBS 揭蓋打拔機-08
L314-15,外型拔畢揭蓋(1),M-L30H,自動揭蓋機(傳壓區),L30H05,SBS 揭蓋機_單軸-05
L314-15,外型拔畢揭蓋(1),M-L30H,自動揭蓋機(傳壓區),L30H06,SBS 揭蓋機_單軸-06
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M01,SBS 揭蓋機(單軸)-01
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M02,SBS 揭蓋機(單軸)-02
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M03,SBS 揭蓋機(單軸)-03
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M04,SBS 揭蓋機(單軸)-04
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M05,SBS 揭蓋機(單軸)-05
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M06,SBS 揭蓋機(單軸)-06
L314-15,外型拔畢揭蓋(1),M-L30M,SBS 揭蓋機(單軸),L30M07,SBS 揭蓋機(單軸)-07
L314-16,組合前預烤(氮氣)-RTR,M-L30I,氮氣烤箱 (傳壓區),L30I01,RTR 氮氣烤箱機-01-Ａ
L314-16,組合前預烤(氮氣)-RTR,M-L30I,氮氣烤箱 (傳壓區),L30I02,RTR 氮氣烤箱機-01-Ｂ
L314-16,組合前預烤(氮氣)-RTR,M-L31O,SBS 氮氣熟化機,L31O01,SBS 氮氣熟化機-01-A
L314-16,組合前預烤(氮氣)-RTR,M-L31O,SBS 氮氣熟化機,L31O02,SBS 氮氣熟化機-01-B
L314-16,組合前預烤(氮氣)-RTR,M-L31O,SBS 氮氣熟化機,L31O03,SBS 氮氣熟化機-02-A
L314-16,組合前預烤(氮氣)-RTR,M-L31O,SBS 氮氣熟化機,L31O04,SBS 氮氣熟化機-02-B
L314-16,組合前預烤(氮氣)-RTR,M-R31H,RTR 氮氣熟化機,R31H01,RTR 氮氣熟化機-01-A
L314-16,組合前預烤(氮氣)-RTR,M-R31H,RTR 氮氣熟化機,R31H02,RTR 氮氣熟化機-01-B
L314-16,組合前預烤(氮氣)-RTR,M-R31H,RTR 氮氣熟化機,R31H03,RTR 氮氣熟化機-02-A
L314-16,組合前預烤(氮氣)-RTR,M-R31H,RTR 氮氣熟化機,R31H04,RTR 氮氣熟化機-02-B
L314-17,保膠假接-單張(F),M-L30B,單張假接著(傳壓區),L30B01,SBS 組合貼合機-07
L314-17,保膠假接-單張(F),M-L30B,單張假接著(傳壓區),L30B02,SBS 組合貼合機-08
L314-17,保膠假接-單張(F),M-L30B,單張假接著(傳壓區),L30B05,SBS 組合貼合機-05
L314-17,保膠假接-單張(F),M-L30B,單張假接著(傳壓區),L30B06,SBS 組合貼合機-06
L314-18,貼合前板清(F),M-L30J,SBS 板清機,L30J01,SBS 板清機-01
L314-19,組合前預烤(氮氣)-SBS,M-L30I,氮氣烤箱 (傳壓區),L30I01,RTR 氮氣烤箱機-01-Ａ
L314-19,組合前預烤(氮氣)-SBS,M-L30I,氮氣烤箱 (傳壓區),L30I02,RTR 氮氣烤箱機-01-Ｂ
L314-20,外型拔畢揭蓋(2),M-L30H,自動揭蓋機(傳壓區),L30H01,SBS 揭蓋機_單軌-01
L314-20,外型拔畢揭蓋(2),M-L30N,SBS 單軸揭蓋機 (雙軌),L30N01,SBS 揭蓋機(雙軌)-01
L314-20,外型拔畢揭蓋(2),M-L30N,SBS 單軸揭蓋機 (雙軌),L30N02,SBS 揭蓋機(雙軌)-02
L314-20,外型拔畢揭蓋(2),M-L30N,SBS 單軸揭蓋機 (雙軌),L30N03,SBS 揭蓋機(雙軌)-03
L314-20,外型拔畢揭蓋(2),M-L30R,SBS 揭蓋機(單軌),L30R01,SBS 揭蓋機(單軌)-01
L314-20,外型拔畢揭蓋(2),M-L30R,SBS 揭蓋機(單軌),L30R02,SBS 揭蓋機(單軌)-02
L314-20,外型拔畢揭蓋(2),M-L30R,SBS 揭蓋機(單軌),L30R03,SBS 揭蓋機(單軌)-03
L314-21,裁斷(傳壓),M-L30G,SBS 打拔機(傳壓區),L30G05,SBS 35噸打拔機-03
L314-21,裁斷(傳壓),M-L31S,SBS CCD 裁邊機,L31S01,SBS CCD 裁邊機-03
L314-22,組合,M-L30Q,SBS 組合機,L30Q01,SBS 組合機-01
L314-23,銅材組合自動假接(傳壓),M-L30B,單張假接著(傳壓區),L30B01,SBS 組合貼合機-07
L314-23,銅材組合自動假接(傳壓),M-L30B,單張假接著(傳壓區),L30B02,SBS 組合貼合機-08
L314-23,銅材組合自動假接(傳壓),M-L30B,單張假接著(傳壓區),L30B05,SBS 組合貼合機-05
L314-23,銅材組合自動假接(傳壓),M-L30B,單張假接著(傳壓區),L30B06,SBS 組合貼合機-06
L314-23,銅材組合自動假接(傳壓),M-L31Q,SBS 組合貼合機,L31Q01,SBS 組合貼合機-01
L314-23,銅材組合自動假接(傳壓),M-L31Q,SBS 組合貼合機,L31Q02,SBS 組合貼合機-02
L314-23,銅材組合自動假接(傳壓),M-L31Q,SBS 組合貼合機,L31Q03,SBS 組合貼合機-03
L314-23,銅材組合自動假接(傳壓),M-L31Q,SBS 組合貼合機,L31Q04,SBS 組合貼合機-04
L314-24,銅材組合護貝,M-L30B,單張假接著(傳壓區),L30B05,SBS 組合貼合機-05
L314-24,銅材組合護貝,M-L30B,單張假接著(傳壓區),L30B06,SBS 組合貼合機-06
L331-10,全距量測(金電鍍),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L335-12,全距量測(化金),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L360-06,分板檢查,M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L360-07,全距量測(顯檢),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L370-31,全距量測(形狀),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L380-54,全距量測(實裝),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
L411-01,材料準備-BC打拔,M-L41A,材料膜切機 (傳壓區),L41A01,RTR BC 打拔機-01
L411-01,材料準備-BC打拔,M-L41G,RTR BC 打拔機(450模切機),L41G01,RTR BC 打拔機-01(450模切機)
L411-01,材料準備-BC打拔,M-L41G,RTR BC 打拔機(450模切機),L41G02,RTR BC 打拔機-02(450模切機)
L411-02,材料準備-CR打拔,M-L30F,單銅模切機(傳壓區),L30F01,RTR BH 打拔機-01
L411-02,材料準備-CR打拔,M-L30K,RTR BH 打拔機(450模切機),L30K01,RTR BH 打拔機-01(450模切機)
L411-02,材料準備-CR打拔,M-L30K,RTR BH 打拔機(450模切機),L30K02,RTR BH 打拔機-02(450模切機)
L411-02,材料準備-CR打拔,M-L41A,材料膜切機 (傳壓區),L41A01,RTR BC 打拔機-01
L411-02,材料準備-CR打拔,M-L41A,材料膜切機 (傳壓區),L41A02,RTR CR 打拔機-01
L411-02,材料準備-CR打拔,M-L41A,材料膜切機 (傳壓區),L41A03,RTR CR 打拔機-02
L411-02,材料準備-CR打拔,M-L41G,RTR BC 打拔機(450模切機),L41G01,RTR BC 打拔機-01(450模切機)
L411-02,材料準備-CR打拔,M-L41G,RTR BC 打拔機(450模切機),L41G02,RTR BC 打拔機-02(450模切機)
L411-02,材料準備-CR打拔,M-L41H,RTR CR 打拔機(350模切機),L41H01,RTR CR 打拔機-01(350模切機)
L411-02,材料準備-CR打拔,M-L41H,RTR CR 打拔機(350模切機),L41H02,RTR CR 打拔機-02(350模切機)
L411-04,材料準備-裁斷,M-L41C,RTS 組合膠裁斷,L41C01,RTS 裁切機-06
L411-05,材料準備-穴拔(組合膠+單銅),M-L30G,SBS 打拔機(傳壓區),L30G05,SBS 35噸打拔機-03
L411-05,材料準備-穴拔(組合膠+單銅),M-L30G,SBS 打拔機(傳壓區),L30G09,SBS 17噸打拔機-07
L411-06,材料準備-RTS 自動裁切,M-L41P,RTS 自動裁切機(F),L41P01,RTS 自動裁切機-01
L510-60,全距量測(實裝後加工),M-R36C,RTR 漲縮量測儀,R36C01,RTR 漲縮量測儀-01
